COURSE_CODE	COURSE_TITLE	SECTION_ID	ACAD_DEPT	PROC_DEPT	TERM1	TERM2	TERM3	TERM4	START_DATE	END_DATE	NUM_OF_PARTICIPANTS	WEEKLY_HOURS	YEAR	SEARCH_ID1	SEARCH_ID2	SEARCH_ID3	INSTR1	INSTR2	INSTR3	INSTR4	INSTR5	INSTR6	INSTR7	INSTR8	INTSR9	INSTR10	ALL_INSTRUCTORS	OPERATION	OLD_COURSE_CODE	OLD_COURSE_SECTION
ACC211-A24-01540-5W1-20235	20235 - ACC211-A24 - Principles of Financial Accounting (Summer 2023)	ACC211-A24-01540-5W1-20235		UOML					01/01/2000	01/01/2100																	c00541847			
ACC211-B-11036-1-20231	20231 - ACC211-B - Principles of Financial Accounting (Spring 2023)	ACC211-B-11036-1-20231		UOML					01/01/2000	01/01/2100																	c00541847			
ACC211-C-13381-1-20231	20231 - ACC211-C - Principles of Financial Accounting (Spring 2023)	ACC211-C-13381-1-20231		UOML					01/01/2000	01/01/2100																	c00541847			
ACC211-E-11037-1-20231	20231 - ACC211-E - Principles of Financial Accounting (Spring 2023)	ACC211-E-11037-1-20231		UOML					01/01/2000	01/01/2100																	c00541847			
ACC211-F-11038-1-20231	20231 - ACC211-F - Principles of Financial Accounting (Spring 2023)	ACC211-F-11038-1-20231		UOML					01/01/2000	01/01/2100																	c00541847			
ACC211-G-11039-1-20231	20231 - ACC211-G - Principles of Financial Accounting (Spring 2023)	ACC211-G-11039-1-20231		UOML					01/01/2000	01/01/2100																	c00541847			
ACC212-A1-11040-1-20231	20231 - ACC212-A1 - Managerial Accounting (Spring 2023)	ACC212-A1-11040-1-20231		UOML					01/01/2000	01/01/2100																	c04621959			
ACC212-A2-11041-1-20231	20231 - ACC212-A2 - Managerial Accounting (Spring 2023)	ACC212-A2-11041-1-20231		UOML					01/01/2000	01/01/2100																	c23888464			
ACC212-B1-11042-1-20231	20231 - ACC212-B1 - Managerial Accounting (Spring 2023)	ACC212-B1-11042-1-20231		UOML					01/01/2000	01/01/2100																	c04621959			
ACC212-B2-11043-1-20231	20231 - ACC212-B2 - Managerial Accounting (Spring 2023)	ACC212-B2-11043-1-20231		UOML					01/01/2000	01/01/2100																	c23888464			
ACC212-B24-01541-5W2-20235	20235 - ACC212-B24 - Managerial Accounting (Summer 2023)	ACC212-B24-01541-5W2-20235		UOML					01/01/2000	01/01/2100																	c04621959			
ACC212-B80-12198-WTA-20231	20231 - ACC212-B80 - Managerial Accounting (Spring 2023)	ACC212-B80-12198-WTA-20231		UOML					01/01/2000	01/01/2100																	c04621959			
ACC212-C-11044-1-20231	20231 - ACC212-C - Managerial Accounting (Spring 2023)	ACC212-C-11044-1-20231		UOML					01/01/2000	01/01/2100																	c23888464			
ACC212-D-11045-1-20231	20231 - ACC212-D - Managerial Accounting (Spring 2023)	ACC212-D-11045-1-20231		UOML					01/01/2000	01/01/2100																	c00430102			
ACC212-E2-11047-1-20231	20231 - ACC212-E2 - Managerial Accounting (Spring 2023)	ACC212-E2-11047-1-20231		UOML					01/01/2000	01/01/2100																	c23888464			
ACC212-F1-11048-1-20231	20231 - ACC212-F1 - Managerial Accounting (Spring 2023)	ACC212-F1-11048-1-20231		UOML					01/01/2000	01/01/2100																	c00430102			
ACC212-F2-11049-1-20231	20231 - ACC212-F2 - Managerial Accounting (Spring 2023)	ACC212-F2-11049-1-20231		UOML					01/01/2000	01/01/2100																	c04621959			
ACC212-G1-11050-1-20231	20231 - ACC212-G1 - Managerial Accounting (Spring 2023)	ACC212-G1-11050-1-20231		UOML					01/01/2000	01/01/2100																	c04621959			
ACC212-G2-11051-1-20231	20231 - ACC212-G2 - Managerial Accounting (Spring 2023)	ACC212-G2-11051-1-20231		UOML					01/01/2000	01/01/2100																	c00430102			
ACC212-H-11052-1-20231	20231 - ACC212-H - Managerial Accounting (Spring 2023)	ACC212-H-11052-1-20231		UOML					01/01/2000	01/01/2100																	c00430102			
ACC212-J-11053-1-20231	20231 - ACC212-J - Managerial Accounting (Spring 2023)	ACC212-J-11053-1-20231		UOML					01/01/2000	01/01/2100																	c00677794,dcuevas			
ACC212-K-11054-1-20231	20231 - ACC212-K - Managerial Accounting (Spring 2023)	ACC212-K-11054-1-20231		UOML					01/01/2000	01/01/2100																	dcuevas,c00677794			
ACC212-N-11055-1-20231	20231 - ACC212-N - Managerial Accounting (Spring 2023)	ACC212-N-11055-1-20231		UOML					01/01/2000	01/01/2100																	c01964242			
ACC212-O-11056-1-20231	20231 - ACC212-O - Managerial Accounting (Spring 2023)	ACC212-O-11056-1-20231		UOML					01/01/2000	01/01/2100																	c01964242			
ACC212-QET-11058-1-20231	20231 - ACC212-QET - Managerial Accounting (Spring 2023)	ACC212-QET-11058-1-20231		UOML					01/01/2000	01/01/2100																	c01964242			
ACC212-S-11057-1-20231	20231 - ACC212-S - Managerial Accounting (Spring 2023)	ACC212-S-11057-1-20231		UOML					01/01/2000	01/01/2100																	c01964242			
ACC212-U80-12197-WTA-20231	20231 - ACC212-U80 - Managerial Accounting (Spring 2023)	ACC212-U80-12197-WTA-20231		UOML					01/01/2000	01/01/2100																	c04621959			
ACC223-CD-10234-1-20231	20231 - ACC223-CD - Principles of Financial and Managerial Accounting (Spring 2023)	ACC223-CD-10234-1-20231		UOML					01/01/2000	01/01/2100																	c04621959			
ACC301-7FH-08903-1-20231	20231 - ACC301-7FH - Cost Accounting (Spring 2023)	ACC301-7FH-08903-1-20231		UOML					01/01/2000	01/01/2100																	c00660782			
ACC301-O-11062-1-20231	20231 - ACC301-O - Cost Accounting (Spring 2023)	ACC301-O-11062-1-20231		UOML					01/01/2000	01/01/2100																	dcuevas,c00660782			
ACC301-P-11074-1-20231	20231 - ACC301-P - Cost Accounting (Spring 2023)	ACC301-P-11074-1-20231		UOML					01/01/2000	01/01/2100																	c00660782			
ACC312-R-11032-1-20231	20231 - ACC312-R - Intermediate Accounting II (Spring 2023)	ACC312-R-11032-1-20231		UOML					01/01/2000	01/01/2100																	c23742440			
ACC312-S-11033-1-20231	20231 - ACC312-S - Intermediate Accounting II (Spring 2023)	ACC312-S-11033-1-20231		UOML					01/01/2000	01/01/2100																	c23742440			
ACC312-T-11034-1-20231	20231 - ACC312-T - Intermediate Accounting II (Spring 2023)	ACC312-T-11034-1-20231		UOML					01/01/2000	01/01/2100																	c23742440			
ACC402-J-11031-1-20231	20231 - ACC402-J - Auditing (Spring 2023)	ACC402-J-11031-1-20231		UOML					01/01/2000	01/01/2100																	c03114008			
ACC402-K-12435-1-20231	20231 - ACC402-K - Auditing (Spring 2023)	ACC402-K-12435-1-20231		UOML					01/01/2000	01/01/2100																	c03114008			
ACC406-7BD-08902-1-20231	20231 - ACC406-7BD - Accounting Systems (Spring 2023)	ACC406-7BD-08902-1-20231		UOML					01/01/2000	01/01/2100																	c00660782			
ACC406-R-12434-1-20231	20231 - ACC406-R - Accounting Systems (Spring 2023)	ACC406-R-12434-1-20231		UOML					01/01/2000	01/01/2100																	c00660782			
ACC406-S-11076-1-20231	20231 - ACC406-S - Accounting Systems (Spring 2023)	ACC406-S-11076-1-20231		UOML					01/01/2000	01/01/2100																	c00660782			
ACC496-633-02525-12D-20235	20235 - ACC496-633 - Directed Studies in Accounting (Summer 2023)	ACC496-633-02525-12D-20235		UOML					01/01/2000	01/01/2100																	c00430102			
ACC496-634-02471-12D-20235	20235 - ACC496-634 - Directed Studies in Accounting (Summer 2023)	ACC496-634-02471-12D-20235		UOML					01/01/2000	01/01/2100																	c00677794			
ACC496-635-02526-5W2-20235	20235 - ACC496-635 - Directed Studies in Accounting (Summer 2023)	ACC496-635-02526-5W2-20235		UOML					01/01/2000	01/01/2100																	c00148503			
ACC496-636-02472-5W2-20235	20235 - ACC496-636 - Directed Studies in Accounting (Summer 2023)	ACC496-636-02472-5W2-20235		UOML					01/01/2000	01/01/2100																	c00660782			
ACC522-32-11028-1-20231	20231 - ACC522-32 - Advanced Issues in Auditing (Spring 2023)	ACC522-32-11028-1-20231		UOML					01/01/2000	01/01/2100																	c00148503			
ACC522-35-11029-1-20231	20231 - ACC522-35 - Advanced Issues in Auditing (Spring 2023)	ACC522-35-11029-1-20231		UOML					01/01/2000	01/01/2100																	c00148503			
ACC550-01-11027-1-20231	20231 - ACC550-01 - Accounting Internship (Spring 2023)	ACC550-01-11027-1-20231		UOML					01/01/2000	01/01/2100																	c11870564			
ACC600-22M-01495-UO2-20235	20235 - ACC600-22M - Accounting for Decision-Making and Control (Summer 2023)	ACC600-22M-01495-UO2-20235		UOML					01/01/2000	01/01/2100																	c10602181,c09991756			
ACC600-22M-11025-UO2-20231	20231 - ACC600-22M - Accounting for Decision-Making and Control (Spring 2023)	ACC600-22M-11025-UO2-20231		UOML					01/01/2000	01/01/2100																	c10602181			
ACC600-23M-02178-UO2-20235	20235 - ACC600-23M - Accounting for Decision-Making and Control (Summer 2023)	ACC600-23M-02178-UO2-20235		UOML					01/01/2000	01/01/2100																	c09991756			
ACC600-23M-11026-UO2-20231	20231 - ACC600-23M - Accounting for Decision-Making and Control (Spring 2023)	ACC600-23M-11026-UO2-20231		UOML					01/01/2000	01/01/2100																	c09991756			
ACC600-55-11009-1-20231	20231 - ACC600-55 - Accounting for Decision-Making and Control (Spring 2023)	ACC600-55-11009-1-20231		UOML					01/01/2000	01/01/2100																	c12196663			
ACC602-65-11022-MB2-20231	20231 - ACC602-65 - Financial Reporting and Control in the Healthcare Industry (Spring 2023)	ACC602-65-11022-MB2-20231		UOML					01/01/2000	01/01/2100																	c23749134			
ACC603-37-11017-1-20231	20231 - ACC603-37 - Studies in Financial Reporting Issues (Spring 2023)	ACC603-37-11017-1-20231		UOML					01/01/2000	01/01/2100																	c06036205			
ACC608-60-11024-MW1-20231	20231 - ACC608-60 - Managerial Accounting (Spring 2023)	ACC608-60-11024-MW1-20231		UOML					01/01/2000	01/01/2100																	c00430102			
ACC617-01-13320-1-20231	20231 - ACC617-01 - CPA Review II (Spring 2023)	ACC617-01-13320-1-20231		UOML					01/01/2000	01/01/2100																	c11870564			
ACC620-08-01493-12D-20235	20235 - ACC620-08 - Accounting Controls in Information Technology (Summer 2023)	ACC620-08-01493-12D-20235		UOML					01/01/2000	01/01/2100																	c11912334			
ACC622-32-11006-1-20231	20231 - ACC622-522-32 - MERGED - Advanced Issues in Auditing (Spring 2023)	ACC622-32-11006-1-20231		UOML					01/01/2000	01/01/2100																	c00148503			
ACC622-35-11007-1-20231	20231 - ACC622-522- 35 - MERGED - Advanced Issues in Auditing (Spring 2023)	ACC622-35-11007-1-20231		UOML					01/01/2000	01/01/2100																	c00148503			
ACC623-26-11010-1-20231	20231 - ACC623-26 - International Accounting and Taxation (Spring 2023)	ACC623-26-11010-1-20231		UOML					01/01/2000	01/01/2100																	c00387864			
ACC630-25-11011-1-20231	20231 - ACC630-25 - International Financial Reporting Standards (Spring 2023)	ACC630-25-11011-1-20231		UOML					01/01/2000	01/01/2100																	c00430102			
ACC632-01-01484-5W2-20235	20235 - ACC632-01 - Intermediate Accounting I (Summer 2023)	ACC632-01-01484-5W2-20235		UOML					01/01/2000	01/01/2100																	c00541847			
ACC633-06-01491-12D-20235	20235 - ACC633-06 - Intermediate Accounting II (Summer 2023)	ACC633-06-01491-12D-20235		UOML					01/01/2000	01/01/2100																	c00430102			
ACC634-04-01487-12D-20235	20235 - ACC634-04 - Cost Accounting (Summer 2023)	ACC634-04-01487-12D-20235		UOML					01/01/2000	01/01/2100																	c00677794			
ACC635-02-01485-5W2-20235	20235 - ACC635-02 - Auditing (Summer 2023)	ACC635-02-01485-5W2-20235		UOML					01/01/2000	01/01/2100																	c00148503			
ACC636-03-01486-5W2-20235	20235 - ACC636-03 - Accounting Systems (Summer 2023)	ACC636-03-01486-5W2-20235		UOML					01/01/2000	01/01/2100																	c00660782			
ACC648-50-11018-1-20231	20231 - ACC648-50 - Financial Reporting Implications of Income Taxes. (Spring 2023)	ACC648-50-11018-1-20231		UOML					01/01/2000	01/01/2100																	c05009869			
ACC648-52-11019-1-20231	20231 - ACC648-52 - Financial Reporting Implications of Income Taxes. (Spring 2023)	ACC648-52-11019-1-20231		UOML					01/01/2000	01/01/2100																	c05009869			
ACC649-59-11020-1-20231	20231 - ACC649-59 - Issues in Tax Policy (Spring 2023)	ACC649-59-11020-1-20231		UOML					01/01/2000	01/01/2100																	c00184149			
ACC650-01-02429-12D-20235	20235 - ACC650-01 - Accounting Internship (Summer 2023)	ACC650-01-02429-12D-20235		UOML					01/01/2000	01/01/2100																	c11870564			
ACC650-1-11008-1-20231	20231 - ACC650-1 - Accounting Internship (Spring 2023)	ACC650-1-11008-1-20231		UOML					01/01/2000	01/01/2100																	c11870564			
ACC664-45-11014-1-20231	20231 - ACC664-45 - Global Mergers and Acquisitions: Accounting and Related Issues (Spring 2023)	ACC664-45-11014-1-20231		UOML					01/01/2000	01/01/2100																	c23703718			
ACC670-04-01483-10W-20235	20235 - ACC670-04 - Financial Reporting and Analysis (Summer 2023)	ACC670-04-01483-10W-20235		UOML					01/01/2000	01/01/2100																	c00430102			
ACC671-52A-11015-1-20231	20231 - ACC671-52A - Accounting for Decision Making (Spring 2023)	ACC671-52A-11015-1-20231		UOML					01/01/2000	01/01/2100																	c05565774,c00430102			
ACC671-52B-11016-1-20231	20231 - ACC671-52B - Accounting for Decision Making (Spring 2023)	ACC671-52B-11016-1-20231		UOML					01/01/2000	01/01/2100																	c00430102,c05565774			
ACC673-05-01489-12D-20235	20235 - ACC673-05 - Taxation for Business and Investment Decisions (Summer 2023)	ACC673-05-01489-12D-20235		UOML					01/01/2000	01/01/2100																	c04621959			
ACC677-55-11021-1-20231	20231 - ACC677-55 - Forensic Accounting (Spring 2023)	ACC677-55-11021-1-20231		UOML					01/01/2000	01/01/2100																	c11870564,c12134558			
ACC699-01-02430-12D-20235	20235 - ACC699-01 - Directed Readings (Summer 2023)	ACC699-01-02430-12D-20235		UOML					01/01/2000	01/01/2100																	c11870564			
ACC699-01-12907-1-20231	20231 - ACC699-01 - Directed Readings (Spring 2023)	ACC699-01-12907-1-20231		UOML					01/01/2000	01/01/2100																	c12139173			
ACC699-02-13030-1-20231	20231 - ACC699-02 - Directed Readings (Spring 2023)	ACC699-02-13030-1-20231		UOML					01/01/2000	01/01/2100																	c23921192			
ACC699-03-13093-1-20231	20231 - ACC699-03 - Directed Readings (Spring 2023)	ACC699-03-13093-1-20231		UOML					01/01/2000	01/01/2100																	c11870564			
ACC699-04-13215-1-20231	20231 - ACC699-04 - Directed Readings (Spring 2023)	ACC699-04-13215-1-20231		UOML					01/01/2000	01/01/2100																	c11870564			
ACC699-05-13259-1-20231	20231 - ACC699-05 - Directed Readings (Spring 2023)	ACC699-05-13259-1-20231		UOML					01/01/2000	01/01/2100																	c06036205			
ACC715-57B-13343-1-20231	20231 - ACC715-57B - Seminar-Based Doctoral Students Workshop in Accounting (Spring 2023)	ACC715-57B-13343-1-20231		UOML					01/01/2000	01/01/2100																	c23921192			
ACC824-01-12906-1-20231	20231 - ACC824-01 - Topics in Empirical Accounting Research II (Spring 2023)	ACC824-01-12906-1-20231		UOML					01/01/2000	01/01/2100																	c10602181,c06962418,c23921192			
ACC830-01-13066-1-20231	20231 - ACC830-01 - Pre-Candidacy Dissertation Research (Spring 2023)	ACC830-01-13066-1-20231		UOML					01/01/2000	01/01/2100																	c23921192			
ACC840-01-02462-12D-20235	20235 - ACC840-01 - Post-Candidacy Dissertation Research (Summer 2023)	ACC840-01-02462-12D-20235		UOML					01/01/2000	01/01/2100																	c23921192			
ACC840-01-13362-1-20231	20231 - ACC840-01 - Post-Candidacy Dissertation Research (Spring 2023)	ACC840-01-13362-1-20231		UOML					01/01/2000	01/01/2100																	c23921192			
AC-Shell	Sandbox course	AC-Shell		UOML					01/01/2000	01/01/2100																	c23934176			
AIS102-1NO-03139-1-20231	20231 - AIS102-1NO - Heritage and Values 2 (Spring 2023)	AIS102-1NO-03139-1-20231		UOML					01/01/2000	01/01/2100																	c23732856			
AIS150-01-03140-1-20231	20231 - AIS150-01 - Leadership Laboratory (Spring 2023)	AIS150-01-03140-1-20231		UOML					01/01/2000	01/01/2100																	c23732856			
AIS202-5NO-03146-1-20231	20231 - AIS202-5NO - Team and Leadership Fundamentals 2 (Spring 2023)	AIS202-5NO-03146-1-20231		UOML					01/01/2000	01/01/2100																	c23732856			
AIS302-5NO-03141-1-20231	20231 - AIS302-5NO - Leading People and Effective Communication 2 (Spring 2023)	AIS302-5NO-03141-1-20231		UOML					01/01/2000	01/01/2100																	c23732856			
AIS402-1NO-03145-1-20231	20231 - AIS402-1NO - National Security, Leadership Responsibilities and Commissioning Preparation 2 (Spring 2023)	AIS402-1NO-03145-1-20231		UOML					01/01/2000	01/01/2100																	c23732856			
AlexsUltraSandbox	Alex Capote - Ultra Sandbox	AlexsUltraSandbox		UOML					01/01/2000	01/01/2100																	c23934176			
AMS101-K-04175-1-20231	20231 - AMS101-K - Introduction to American Studies (Spring 2023)	AMS101-K-04175-1-20231		UOML					01/01/2000	01/01/2100																	c00135832			
AMS101-P-04176-1-20231	20231 - AMS101-P - Introduction to American Studies (Spring 2023)	AMS101-P-04176-1-20231		UOML					01/01/2000	01/01/2100																	c12061457			
AMS301-SSP-02186-SSP-20235	20235 - AMS301-SSP - Topics in American Studies (Summer 2023)	AMS301-SSP-02186-SSP-20235		UOML					01/01/2000	01/01/2100																	c04043466			
AMS301-TU-11731-1-20231	20231 - AMS301-TU - Topics in American Studies (Spring 2023)	AMS301-TU-11731-1-20231		UOML					01/01/2000	01/01/2100																	c00128878			
AMS310-H-04616-1-20231	AMS310-H - Ghosts of American Imperialism (Spring 2023)	AMS310-H-04616-1-20231		UOML					01/01/2000	01/01/2100																	c12121893			
AMS322-H-11256-1-20231	20231 - AMS322-H - Topics in American Studies: Literature (Spring 2023)	AMS322-H-11256-1-20231		UOML					01/01/2000	01/01/2100																	c00459845			
AMS322-K-11258-1-20231	20231 - AMS322-K - Topics in American Studies: Literature (Spring 2023)	AMS322-K-11258-1-20231		UOML					01/01/2000	01/01/2100																	c00318564			
AMS322-O-11259-1-20231	20231 - AMS322-O - Topics in American Studies: Literature (Spring 2023)	AMS322-O-11259-1-20231		UOML					01/01/2000	01/01/2100																	c06048747			
AMS322-Q-11253-1-20231	20231 - AMS322-Q - Topics in American Studies: Literature (Spring 2023)	AMS322-Q-11253-1-20231		UOML					01/01/2000	01/01/2100																	c00157929			
AMS322-S-11254-1-20231	20231 - AMS322-S - Topics in American Studies: Literature (Spring 2023)	AMS322-S-11254-1-20231		UOML					01/01/2000	01/01/2100																	c00157929			
AMS322-T1-11257-1-20231	20231 - AMS322-T1 - Topics in American Studies: Literature (Spring 2023)	AMS322-T1-11257-1-20231		UOML					01/01/2000	01/01/2100																	c04331629			
AMS322-T-11255-1-20231	20231 - AMS322-T - Topics in American Studies: Literature (Spring 2023)	AMS322-T-11255-1-20231		UOML					01/01/2000	01/01/2100																	c00157929,c05565774			
AMS323-A02-01368-5W1-20235	20235 - AMS323-A02 - Topics in American Studies: Politics (Summer 2023)	AMS323-A02-01368-5W1-20235		UOML					01/01/2000	01/01/2100																	c04214724			
AMS324-J-11733-1-20231	20231 - AMS324-J - Topics in American Studies: Religion (Spring 2023)	AMS324-J-11733-1-20231		UOML					01/01/2000	01/01/2100																	c12030114			
AMS325-Q-12164-1-20231	20231 - AMS325-Q - JMM405-O - MERGED - Topics in American Studies: Law (Spring 2023)	AMS325-Q-12164-1-20231		UOML					01/01/2000	01/01/2100																	c00779846			
AMS329-Y1-11547-1-20231	20231 - AMS329-Y1 - Topics in American Studies: Art (Spring 2023)	AMS329-Y1-11547-1-20231		UOML					01/01/2000	01/01/2100																	c12094148,dcieonline.coursemaster			
AMS329-Y-11546-1-20231	20231 - AMS329-Y - MERGED Topics in American Studies: Art (Spring 2023)	AMS329-Y-11546-1-20231		UOML					01/01/2000	01/01/2100																	dcieonline.coursemaster,c12094148			
AMS334-S-12947-1-20231	20231 - AMS334-APY418-628-ECS372-GSS350-HIS396-MLL22- MERGED - Topics in American Studies: Ethnic Studies (Spring 2023)	AMS334-S-12947-1-20231		UOML					01/01/2000	01/01/2100																	c04043466			
AMS338-O-11179-1-20231	20231 - AMS338-O - Topics in American Studies: International Studies (Spring 2023)	AMS338-O-11179-1-20231		UOML					01/01/2000	01/01/2100																	c00557758			
AMS401-40-11726-1-20231	20231 - AMS401-40 - Seminar in American Studies (Spring 2023)	AMS401-40-11726-1-20231		UOML					01/01/2000	01/01/2100																	c11964155			
AMS501-01-02518-10W-20235	20235 - AMS501-01 - Senior Project (Summer 2023)	AMS501-01-02518-10W-20235		UOML					01/01/2000	01/01/2100																	c06032863			
APY100-SSP-02183-SSP-20235	20235 - APY100-SSP - Introduction to Forensic Investigation (EXP) (Summer 2023)	APY100-SSP-02183-SSP-20235		UOML					01/01/2000	01/01/2100																	c00337215			
APY101-H-11924-1-20231	20231 - APY101-H - Introduction to Anthropology (Spring 2023)	APY101-H-11924-1-20231		UOML					01/01/2000	01/01/2100																	c23922842			
APY109-L-13293-1-20231	20231 - APY109-L - Anthropology of Religion (Spring 2023)	APY109-L-13293-1-20231		UOML					01/01/2000	01/01/2100																	c23919694			
APY200-SSP-02184-SSP-20235	20235 - APY200-SSP - Introduction to Forensic Anthropology (EXP) (Summer 2023)	APY200-SSP-02184-SSP-20235		UOML					01/01/2000	01/01/2100																	c00337215			
APY201-D-03489-1-20231	20231 - APY201-D - Principles of Archaeology (Spring 2023)	APY201-D-03489-1-20231		UOML					01/01/2000	01/01/2100																	c06170276			
APY202-B21-02454-5W2-20235	20235 - APY202-B21 - Principles of Cultural Anthropology (Summer 2023)	APY202-B21-02454-5W2-20235		UOML					01/01/2000	01/01/2100																	c11320569			
APY202-E-04079-1-20231	20231 - APY202-E - Principles of Cultural Anthropology (Spring 2023)	APY202-E-04079-1-20231		UOML					01/01/2000	01/01/2100																	c00002876			
APY203-P-03383-1-20231	20231 - APY203/APY603-P - MERGED - Principles of Physical Anthropology (Spring 2023)	APY203-P-03383-1-20231		UOML					01/01/2000	01/01/2100																	c23687662			
APY205-Q-04837-1-20231	20231 - APY205-Q - GSS350-Q1 - MERGED - Medicine and Health Care in Society (Spring 2023)	APY205-Q-04837-1-20231		UOML					01/01/2000	01/01/2100																	c00649240			
APY205-Y-01458-5W1-20235	20235 - APY205-Y & Y1 - MERGED Medicine and Health Care in Society (Summer 2023)	APY205-Y-01458-5W1-20235		UOML					01/01/2000	01/01/2100																	c05565774,c00649240,dcieonline.coursemaster			
APY205-Y-02375-5W2-20235	20235 - APY205-Y - Medicine and Health Care in Society (Summer 2023)	APY205-Y-02375-5W2-20235		UOML					01/01/2000	01/01/2100																	c00649240			
APY205-Y1-01459-5W1-20235	20235 - APY205-Y1 - Medicine and Health Care in Society (Summer 2023)	APY205-Y1-01459-5W1-20235		UOML					01/01/2000	01/01/2100																	c05565774,dcieonline.coursemaster,c00649240			
APY205-Y1-02376-5W2-20235	20235 - APY205-Y1 - Medicine and Health Care in Society (Summer 2023)	APY205-Y1-02376-5W2-20235		UOML					01/01/2000	01/01/2100																	c00649240			
APY205-Y1-11762-1-20231	20231 - APY205-Y1 - Medicine and Health Care in Society (Spring 2023)	APY205-Y1-11762-1-20231		UOML					01/01/2000	01/01/2100																	dcieonline.coursemaster,c11320569			
APY205-Y-11761-1-20231	20231 - APY205-Y - MERGED Medicine and Health Care in Society (Spring 2023)	APY205-Y-11761-1-20231		UOML					01/01/2000	01/01/2100																	dcieonline.coursemaster,c11320569			
APY301-Q-11785-1-20231	20231 - APY301/GSS370-Q - MERGED - World Prehistory (Spring 2023)	APY301-Q-11785-1-20231		UOML					01/01/2000	01/01/2100																	c01995459			
APY309-O-11782-1-20231	20231 - APY309-O - GSS350/APY628-O1 - MERGED - Evolution of Human Behavior (Spring 2023)	APY309-O-11782-1-20231		UOML					01/01/2000	01/01/2100																	c23687662			
APY313-P-12563-1-20231	20231 - APY313-P - Data science of culture and language (Spring 2023)	APY313-P-12563-1-20231		UOML					01/01/2000	01/01/2100																	c23937886			
APY359-01-12564-1-20231	20231 - APY359-01 - The Archaeology of Plastics (Spring 2023)	APY359-01-12564-1-20231		UOML					01/01/2000	01/01/2100																	c06170276			
APY362-S-11921-1-20231	20231 - APY362-S - The Languages of the World (Spring 2023)	APY362-S-11921-1-20231		UOML					01/01/2000	01/01/2100																	c23930644			
APY385-C-11779-1-20231	20231 - APY385-C - Caribbean Cultures (Spring 2023)	APY385-C-11779-1-20231		UOML					01/01/2000	01/01/2100																	c00002876			
