COURSE_CODE	COURSE_TITLE	SECTION_ID	ACAD_DEPT	PROC_DEPT	TERM1	TERM2	TERM3	TERM4	START_DATE	END_DATE	NUM_OF_PARTICIPANTS	WEEKLY_HOURS	YEAR	SEARCH_ID1	SEARCH_ID2	SEARCH_ID3	INSTR1	INSTR2	INSTR3	INSTR4	INSTR5	INSTR6	INSTR7	INSTR8	INTSR9	INSTR10	ALL_INSTRUCTORS	OPERATION	OLD_COURSE_CODE	OLD_COURSE_SECTION
IEP141-61-13568-IE2-20231	20231 - IEP141-61 - Level IV - Reading / Writing (Spring 2023)	IEP141-61-13568-IE2-20231		UOML					01/01/2000	01/01/2100																	c10180362			
IEP142-01-02573-IE1-20235	20235 - IEP142-01 - Level IV - Oral Communication (Summer 2023)	IEP142-01-02573-IE1-20235		UOML					01/01/2000	01/01/2100																	c10180362			
IEP142-02-02574-IE1-20235	20235 - IEP142-02 - Level IV - Oral Communication (Summer 2023)	IEP142-02-02574-IE1-20235		UOML					01/01/2000	01/01/2100																	c23935748			
IEP142-61-02697-IE2-20235	20235 - IEP142-61 - Level IV - Oral Communication (Summer 2023)	IEP142-61-02697-IE2-20235		UOML					01/01/2000	01/01/2100																	c10180362			
IEP142-61-13569-IE2-20231	20231 - IEP142-61 - Level IV - Oral Communication (Spring 2023)	IEP142-61-13569-IE2-20231		UOML					01/01/2000	01/01/2100																	c23755193			
IEP142-62-02698-IE2-20235	20235 - IEP142-62 - Level IV - Oral Communication (Summer 2023)	IEP142-62-02698-IE2-20235		UOML					01/01/2000	01/01/2100																	c23935748			
IEP151-01-02575-IE1-20235	20235 - IEP151-01 - Level V - Reading / Writing (Summer 2023)	IEP151-01-02575-IE1-20235		UOML					01/01/2000	01/01/2100																	c23743987			
IEP152-01-02576-IE1-20235	20235 - IEP152-01 - Level V - Oral Communication (Summer 2023)	IEP152-01-02576-IE1-20235		UOML					01/01/2000	01/01/2100																	c06919906,c00677503			
IEP153-01-02577-IE1-20235	20235 - IEP153-01 - Level IV/V - Selected Topics (Summer 2023)	IEP153-01-02577-IE1-20235		UOML					01/01/2000	01/01/2100																	c23935748			
IEP153-02-02578-IE1-20235	20235 - IEP153-02 - Level IV/V - Selected Topics (Summer 2023)	IEP153-02-02578-IE1-20235		UOML					01/01/2000	01/01/2100																	c23780600			
IEP154-01-02579-IE1-20235	20235 - IEP154-01 - Level IV/V Selected Topics (Summer 2023)	IEP154-01-02579-IE1-20235		UOML					01/01/2000	01/01/2100																	c23935748			
IEP154-61-02699-IE2-20235	20235 - IEP154-61 - Level IV/V Selected Topics (Summer 2023)	IEP154-61-02699-IE2-20235		UOML					01/01/2000	01/01/2100																	c23935748			
IEP154-61-13570-IE2-20231	20231 - IEP154-61 - Level IV/V Selected Topics (Spring 2023)	IEP154-61-13570-IE2-20231		UOML					01/01/2000	01/01/2100																	c23935749			
IEP155-02-02580-IE1-20235	20235 - IEP155-02 - ST-UM Transition (Summer 2023)	IEP155-02-02580-IE1-20235		UOML					01/01/2000	01/01/2100																	c23780600			
IGS612-Y3-03135-1-20238	20238 - IGS612-Y3 - International Administration and Social Entrepreneurship (Fall 2023)	IGS612-Y3-03135-1-20238		UOML					01/01/2000	01/01/2100																	dcieonline.coursemaster,c06458350			
IGS613-1K-02891-1-20238	20238 - IGS613-1K - Global Cultures: Religion, Communication, and Security (Fall 2023)	IGS613-1K-02891-1-20238		UOML					01/01/2000	01/01/2100																	c23838017			
IGS614-4K-02892-1-20238	20238 - IGS614-4K - World Affairs and Diplomacy (Fall 2023)	IGS614-4K-02892-1-20238		UOML					01/01/2000	01/01/2100																	c00466812			
IGS617-01-01096-12D-20235	20235 - IGS617-01 - Capstone in International Administration (Summer 2023)	IGS617-01-01096-12D-20235		UOML					01/01/2000	01/01/2100																	c00466812			
IGS617-01-02457-1-20238	20238 - IGS617-01 - Capstone in International Administration (Fall 2023)	IGS617-01-02457-1-20238		UOML					01/01/2000	01/01/2100																	c00466812			
IGS618-01-01097-12D-20235	20235 - IGS618-01 - Internship in International Administration (Summer 2023)	IGS618-01-01097-12D-20235		UOML					01/01/2000	01/01/2100																	c00466812			
IGS618-01-02406-1-20238	20238 - IGS618-01 - Internship in International Administration (Fall 2023)	IGS618-01-02406-1-20238		UOML					01/01/2000	01/01/2100																	c00466812			
IGS644-Y3-01099-5W1-20235	20235 - IGS644-Y3 - Energy Security and Environmental Sustainability (Summer 2023)	IGS644-Y3-01099-5W1-20235		UOML					01/01/2000	01/01/2100																	dcieonline.coursemaster,c06458350			
IGS644-Y3-02928-1-20238	20238 - IGS644-Y3 - Energy Security and Environmental Sustainability (Fall 2023)	IGS644-Y3-02928-1-20238		UOML					01/01/2000	01/01/2100																	dcieonline.coursemaster,c06458350			
IGS644-Y31-17493-1-20238	20238 - IGS644-Y31 - Energy Security and Environmental Sustainability (Fall 2023)	IGS644-Y31-17493-1-20238		UOML					01/01/2000	01/01/2100																	c06458350			
IGS645-Y3-01100-5W2-20235	20235 - IGS645-Y3 - Human Security: Prevention & Mitigation (Summer 2023)	IGS645-Y3-01100-5W2-20235		UOML					01/01/2000	01/01/2100																	c06458350,dcieonline.coursemaster			
IGS646-A21-01101-5W1-20235	20235 - IGS646-A21 - Civil Security Preparedness and Management (Summer 2023)	IGS646-A21-01101-5W1-20235		UOML					01/01/2000	01/01/2100																	c00466812			
IGS646-A21-17495-1-20238	20238 - IGS646-A21 - Civil Security Preparedness and Management (Fall 2023)	IGS646-A21-17495-1-20238		UOML					01/01/2000	01/01/2100																	c00466812			
IGS647-B21-01103-5W2-20235	20235 - IGS647-B21 - Disasters and Humanitarian Assistance (Summer 2023)	IGS647-B21-01103-5W2-20235		UOML					01/01/2000	01/01/2100																	c00466812			
IGS647-B21-17494-1-20238	20238 - IGS647-B21 - Disasters and Humanitarian Assistance (Fall 2023)	IGS647-B21-17494-1-20238		UOML					01/01/2000	01/01/2100																	c00466812			
IGS699-B23-01369-5W2-20235	20235 - IGS699/INS321/POL391-B23 - MERGED - Special Topics (Summer 2023)	IGS699-B23-01369-5W2-20235		UOML					01/01/2000	01/01/2100																	c05040853			
IGS699-BC-14355-1-20238	20238 - IGS699-BC - Special Topics (Fall 2023)	IGS699-BC-14355-1-20238		UOML					01/01/2000	01/01/2100																	c23939835			
IGS820-01-01030-1-20238	20238 - IGS820-01 - Research in Residence (Fall 2023)	IGS820-01-01030-1-20238		UOML					01/01/2000	01/01/2100																	c00466812			
IGS820-01-01104-12D-20235	20235 - IGS820-01 - Research in Residence (Summer 2023)	IGS820-01-01104-12D-20235		UOML					01/01/2000	01/01/2100																	c00466812			
ILI535-01-01003-1-2232	2232 - ILI535-01 - English for Graduate Engineering Studies (CONTINUING STUDIES)	ILI535-01-01003-1-2232		UOML					01/01/2000	01/01/2100																	c05028136			
ILI536-01-01111-1-2232	2232 - ILI536-01 - Intensive English for Graduate Engineering Studies - Elective Course (CONTINUING STUDIES)	ILI536-01-01111-1-2232		UOML					01/01/2000	01/01/2100																	c05028136,c23743987			
IND100-01-02283-10W-20235	20235 - IND100-01 - Independent Learning Initiative (Summer 2023)	IND100-01-02283-10W-20235		UOML					01/01/2000	01/01/2100																	c00578280			
IND100-01-17474-1-20238	20238 - IND100-01 - Independent Learning Initiative (Fall 2023)	IND100-01-17474-1-20238		UOML					01/01/2000	01/01/2100																	c00578280,c12018260			
INS101-H-14275-1-20238	20238 - INS101-H - Global Perspectives (Fall 2023)	INS101-H-14275-1-20238		UOML					01/01/2000	01/01/2100																	c05040853			
INS101-O-03212-1-20238	20238 - INS101-O - Global Perspectives (Fall 2023)	INS101-O-03212-1-20238		UOML					01/01/2000	01/01/2100																	c00784095			
INS101-O1-01927-1-20238	20238 - INS101-O1 - Global Perspectives (Fall 2023)	INS101-O1-01927-1-20238		UOML					01/01/2000	01/01/2100																	c06458350			
INS102-R-02366-1-20238	20238 - INS102-R - Global Economics (Fall 2023)	INS102-R-02366-1-20238		UOML					01/01/2000	01/01/2100																	c23920484			
INS103-P-14293-1-20238	20238 - INS103-P - World in Crisis (Fall 2023)	INS103-P-14293-1-20238		UOML					01/01/2000	01/01/2100																	c06458350			
INS103-Y-02500-5W2-20235	20235 - INS103-Y/Y1 - MERGED - World in Crisis (Summer B 2023)	INS103-Y-02500-5W2-20235		UOML					01/01/2000	01/01/2100																	dcieonline.coursemaster,c06458350			
INS103-Y1-02501-5W2-20235	20235 - INS103-Y1 - World in Crisis (Summer 2023)	INS103-Y1-02501-5W2-20235		UOML					01/01/2000	01/01/2100																	c06458350,dcieonline.coursemaster			
INS201-P-02722-1-20238	20238 - INS201-P - Globalization and Change in World Politics (Fall 2023)	INS201-P-02722-1-20238		UOML					01/01/2000	01/01/2100																	c00784095			
INS202-1R-01930-1-20238	20238 - INS202-1R - INS Methodology (Fall 2023)	INS202-1R-01930-1-20238		UOML					01/01/2000	01/01/2100																	c11968502			
INS310-BC-14282-1-20238	20238 - INS310-BC - Advanced Topics in INS (Fall 2023)	INS310-BC-14282-1-20238		UOML					01/01/2000	01/01/2100																	c23939835			
INS310-JK-14278-1-20238	20238 - INS310-JK - Advanced Topics in INS (Fall 2023)	INS310-JK-14278-1-20238		UOML					01/01/2000	01/01/2100																	c11971403			
INS310-KL-14277-1-20238	20238 - INS310-KL - Advanced Topics in INS (Fall 2023)	INS310-KL-14277-1-20238		UOML					01/01/2000	01/01/2100																	c11971403			
INS310-O1-14367-1-20238	20238 - INS310-O1 - Advanced Topics in INS (Fall 2023)	INS310-O1-14367-1-20238		UOML					01/01/2000	01/01/2100																	c00656171			
INS310-O-14170-1-20238	20238 - INS310-O - Advanced Topics in INS (Fall 2023)	INS310-O-14170-1-20238		UOML					01/01/2000	01/01/2100																	c23920484			
INS310-O2-17750-1-20238	20238 - INS310-O2 - Advanced Topics in INS (Fall 2023)	INS310-O2-17750-1-20238		UOML					01/01/2000	01/01/2100																	c09997519			
INS310-P-14279-1-20238	20238 - INS310-P - Advanced Topics in INS (Fall 2023)	INS310-P-14279-1-20238		UOML					01/01/2000	01/01/2100																	c23928593			
INS310-Q-14281-1-20238	20238 - INS310-Q - Advanced Topics in INS (Fall 2023)	INS310-Q-14281-1-20238		UOML					01/01/2000	01/01/2100																	c00466812			
INS310-R1-14280-1-20238	20238 - INS310-R1 - Advanced Topics in INS (Fall 2023)	INS310-R1-14280-1-20238		UOML					01/01/2000	01/01/2100																	c23928593			
INS310-R-14276-1-20238	20238 - INS310-R - Advanced Topics in INS (Fall 2023)	INS310-R-14276-1-20238		UOML					01/01/2000	01/01/2100																	c00718657			
INS310-R2-14284-1-20238	20238 - INS310-R2 - Advanced Topics in INS (Fall 2023)	INS310-R2-14284-1-20238		UOML					01/01/2000	01/01/2100																	c00466812			
INS310-SAP-02379-5W1-20235	20235 - INS310-SAP - Advanced Topics in INS (Summer 2023)	INS310-SAP-02379-5W1-20235		UOML					01/01/2000	01/01/2100																	c00387066			
INS311-O-14285-1-20238	20238 - INS311-O - Advanced Topics in INS II (Fall 2023)	INS311-O-14285-1-20238		UOML					01/01/2000	01/01/2100																	c00372600			
INS321-B23-01347-5W2-20235	20235 - INS321-B23 - International Development (Summer 2023)	INS321-B23-01347-5W2-20235		UOML					01/01/2000	01/01/2100																	c05040853			
INS322-7A-02368-1-20238	20238 - INS322-7A - Economics of Development and the Environment (Fall 2023)	INS322-7A-02368-1-20238		UOML					01/01/2000	01/01/2100																	c00245503			
INS330-A22-01325-5W1-20235	20235 - INS330-A22 - Introduction of Comparative Studies (Summer 2023)	INS330-A22-01325-5W1-20235		UOML					01/01/2000	01/01/2100																	c00784095			
INS357-7D-02369-1-20238	20238 - INS357-7D - Global Food: A Hands-On Approach (Fall 2023)	INS357-7D-02369-1-20238		UOML					01/01/2000	01/01/2100																	c00245503			
INS415-01-02506-1-20238	20238 - INS415-01 - Independent Study (Fall 2023)	INS415-01-02506-1-20238		UOML					01/01/2000	01/01/2100																	c06458350			
INS418-01-03195-1-20238	20238 - INS418-01 - Honors Thesis (Fall 2023)	INS418-01-03195-1-20238		UOML					01/01/2000	01/01/2100																	c06458350			
INS418-01-13523-1-20231	20231 - INS418-01 - Honors Thesis (Spring 2023)	INS418-01-13523-1-20231		UOML					01/01/2000	01/01/2100																	c00245503			
INS419-01-02526-1-20238	20238 - INS419-01 - Honors Thesis II (Fall 2023)	INS419-01-02526-1-20238		UOML					01/01/2000	01/01/2100																	c06458350			
INS503-A23-01326-5W1-20235	20235 - INS503-A23 - International Relations Topics (Summer 2023)	INS503-A23-01326-5W1-20235		UOML					01/01/2000	01/01/2100																	c00784095			
INS503-Q-14172-1-20238	20238 - INS503-Q - International Relations Topics (Fall 2023)	INS503-Q-14172-1-20238		UOML					01/01/2000	01/01/2100																	c00241041			
INS503-Y-01329-5W1-20235	20235 - INS503-Y - INS503-Y1 - IGS644-Y3 - MERGED - International Relations Topics (Summer 2023)	INS503-Y-01329-5W1-20235		UOML					01/01/2000	01/01/2100																	c06458350,dcieonline.coursemaster			
INS503-Y-01331-5W2-20235	20235 - INS503-Y - INS503-Y1 - IGS645-Y3 - MERGED - International Relations Topics (Summer B 2023)	INS503-Y-01331-5W2-20235		UOML					01/01/2000	01/01/2100																	dcieonline.coursemaster,c06458350			
INS503-Y-03041-1-20238	20238 - INS503-Y/Y1 - IGS644-Y3 - MERGED - Energy Security and Environmental Sustainability (Fall 2023)	INS503-Y-03041-1-20238		UOML					01/01/2000	01/01/2100																	dcieonline.coursemaster,c06458350			
INS503-Y1-01330-5W1-20235	20235 - INS503-Y1 - International Relations Topics (Summer 2023)	INS503-Y1-01330-5W1-20235		UOML					01/01/2000	01/01/2100																	c06458350,dcieonline.coursemaster			
INS503-Y1-01332-5W2-20235	20235 - INS503-Y1 - International Relations Topics (Summer 2023)	INS503-Y1-01332-5W2-20235		UOML					01/01/2000	01/01/2100																	c06458350,dcieonline.coursemaster			
INS503-Y1-03042-1-20238	20238 - INS503-Y1 - International Relations Topics (Fall 2023)	INS503-Y1-03042-1-20238		UOML					01/01/2000	01/01/2100																	dcieonline.coursemaster,c06458350			
INS510-5T-02793-1-20238	20238 - INS510-5T - Issues in Ins (Fall 2023)	INS510-5T-02793-1-20238		UOML					01/01/2000	01/01/2100																	c00387066			
INS515-01-17182-1-20238	20238 - INS515-01 - Independent Study (Fall 2023)	INS515-01-17182-1-20238		UOML					01/01/2000	01/01/2100																	c00241041			
INS519-02-02713-1-20238	INS519-02|INS619-02|LAS505-02|LAS605-02|LAS506-02|LAS606-02 - Internships and Civic Engagement in International and Latin American Studies (Fall 2023)	INS519-02-02713-1-20238		UOML					01/01/2000	01/01/2100																	c00784095			
INS524-Y1-15039-1-20238	20238 - INS524-Y1 - Int'l Econ Topics II (Fall 2023)	INS524-Y1-15039-1-20238		UOML					01/01/2000	01/01/2100																	c00466384			
INS524-Y-15038-1-20238	20238 - INS524-Y/Y1 - MERGED - Int'l Econ Topics II (Fall 2023)	INS524-Y-15038-1-20238		UOML					01/01/2000	01/01/2100																	c00466384			
INS533-O-01973-1-20238	20238 - INS533-O - Transnational Social Movements (Fall 2023)	INS533-O-01973-1-20238		UOML					01/01/2000	01/01/2100																	c00241041			
INS537-4K-14286-1-20238	20238 - INS537-4K - Comparative Political Economy (Fall 2023)	INS537-4K-14286-1-20238		UOML					01/01/2000	01/01/2100																	c05040853			
INS569-QEP-03097-1-20238	20238 - INS569-QEP - Global Issues and Film Making: A Trans-disciplinary Approach (Fall 2023)	INS569-QEP-03097-1-20238		UOML					01/01/2000	01/01/2100																	c06458350,c00787657			
INS591-O-01928-1-20238	20238 - INS591-O - The European Union (Fall 2023)	INS591-O-01928-1-20238		UOML					01/01/2000	01/01/2100																	c00468890			
INS594-Q-02723-1-20238	20238 - INS594-Q - European Topics (Fall 2023)	INS594-Q-02723-1-20238		UOML					01/01/2000	01/01/2100																	c00557758			
INS599-1K-14291-1-20238	20238 - INS599-1K - Special Topics (Fall 2023)	INS599-1K-14291-1-20238		UOML					01/01/2000	01/01/2100																	c00718657			
INS599-4J-14287-1-20238	20238 - INS599-4J - Special Topics (Fall 2023)	INS599-4J-14287-1-20238		UOML					01/01/2000	01/01/2100																	c12085167			
INS599-Q-14290-1-20238	20238 - INS599-Q - Special Topics (Fall 2023)	INS599-Q-14290-1-20238		UOML					01/01/2000	01/01/2100																	c00372600			
INS599-R-17751-1-20238	20238 - INS599-R - Special Topics (Fall 2023)	INS599-R-17751-1-20238		UOML					01/01/2000	01/01/2100																	c09997519			
INS599-S-14288-1-20238	20238 - INS599-S - Special Topics (Fall 2023)	INS599-S-14288-1-20238		UOML					01/01/2000	01/01/2100																	c00466812			
INS599-T-14289-1-20238	20238 - INS599-T - Special Topics (Fall 2023)	INS599-T-14289-1-20238		UOML					01/01/2000	01/01/2100																	c00466812			
INS613-O-01932-1-20238	20238 - INS613-O - Transnational Social Movemen (Fall 2023)	INS613-O-01932-1-20238		UOML					01/01/2000	01/01/2100																	c00241041			
INS619-02-02716-1-20238	20238 - INS619-02 - Internship (Fall 2023)	INS619-02-02716-1-20238		UOML					01/01/2000	01/01/2100																	c00784095			
INS653-O-01929-1-20238	20238 - INS653-O - The European Union (Fall 2023)	INS653-O-01929-1-20238		UOML					01/01/2000	01/01/2100																	c00468890			
INS669-QEP-03098-1-20238	20238 - INS669-QEP - Global Issues and Filmmaking: A Transdisciplinary Approach (Fall 2023)	INS669-QEP-03098-1-20238		UOML					01/01/2000	01/01/2100																	c06458350,c00787657			
INS694-Q-02728-1-20238	20238 - INS694-Q - European Topics (Fall 2023)	INS694-Q-02728-1-20238		UOML					01/01/2000	01/01/2100																	c00557758			
INS699-01-01471-1-20238	20238 - INS699-01 - Readings in International Studies (Fall 2023)	INS699-01-01471-1-20238		UOML					01/01/2000	01/01/2100																	c00387066			
INS810-01-01392-1-20238	20238 - INS810-01 - Master's Thesis (Fall 2023)	INS810-01-01392-1-20238		UOML					01/01/2000	01/01/2100																	c00387066			
INS820-01-01395-1-20238	20238 - INS820-01 - Research in Residence (Fall 2023)	INS820-01-01395-1-20238		UOML					01/01/2000	01/01/2100																	c00387066			
INS825-01-01396-1-20238	20238 - INS825-01 - Continuous Registration--Master's Study (Fall 2023)	INS825-01-01396-1-20238		UOML					01/01/2000	01/01/2100																	c00387066			
INS830-01-01393-1-20238	20238 - INS830-01 - Doctoral Dissertation (Fall 2023)	INS830-01-01393-1-20238		UOML					01/01/2000	01/01/2100																	c00387066			
INS840-01-01470-1-20238	20238 - INS840-01 - Post-candidacy Doctoral Dissertation (Fall 2023)	INS840-01-01470-1-20238		UOML					01/01/2000	01/01/2100																	c00387066			
INS850-01-01394-1-20238	20238 - INS850-01 - Research in Residence (Fall 2023)	INS850-01-01394-1-20238		UOML					01/01/2000	01/01/2100																	c00387066			
ISE102-SSP-02559-SSP-20235	20235 - ISE102-SSP - Introduction to Project Management and Work Design Systems (Summer 2023)	ISE102-SSP-02559-SSP-20235		UOML					01/01/2000	01/01/2100																	c00520664			
ISE201-F-04510-1-20238	20238 - ISE201-F - Work Design Systems (Fall 2023)	ISE201-F-04510-1-20238		UOML					01/01/2000	01/01/2100																	c00520664			
ISE310-GH-04818-1-20238	20238 - ISE310-GH - Introduction to Engineering Probability (Fall 2023)	ISE310-GH-04818-1-20238		UOML					01/01/2000	01/01/2100																	c11903766			
ISE311-Q-04511-1-20238	20238 - ISE311-Q - Applied Probability and Statistics (Fall 2023)	ISE311-Q-04511-1-20238		UOML					01/01/2000	01/01/2100																	c00124032			
ISE351-G-04509-1-20238	20238 - ISE351-G - Safety and Ethics in Engineering (Fall 2023)	ISE351-G-04509-1-20238		UOML					01/01/2000	01/01/2100																	c00520664			
ISE380-E-04508-1-20238	20238 - ISE380-E - Engineering Economic Analysis (Fall 2023)	ISE380-E-04508-1-20238		UOML					01/01/2000	01/01/2100																	c00520664			
ISE399-01-04525-1-20238	20238 - ISE399-01 - Internship (Fall 2023)	ISE399-01-04525-1-20238		UOML					01/01/2000	01/01/2100																	c00683628			
ISE441-P-04609-1-20238	20238 - ISE441-P - Deterministic Models in Operations Research (Fall 2023)	ISE441-P-04609-1-20238		UOML					01/01/2000	01/01/2100																	c11969461			
ISE442-P-04696-1-20238	20238 - ISE442-P - Stochastic Models in Operations Research (Fall 2023)	ISE442-P-04696-1-20238		UOML					01/01/2000	01/01/2100																	c06970396			
ISE465-S-04512-1-20238	20238 - ISE465-S - Inventory and Supply Chain Management (Fall 2023)	ISE465-S-04512-1-20238		UOML					01/01/2000	01/01/2100																	c02525066			
ISE494-P-04513-1-20238	20238 - ISE494-P - Senior Design Project (Fall 2023)	ISE494-P-04513-1-20238		UOML					01/01/2000	01/01/2100																	c00520664,c04291324			
ISE507-01-04824-1-20238	20238 - ISE507-01 - Design of Manufacturing Systems (Fall 2023)	ISE507-01-04824-1-20238		UOML					01/01/2000	01/01/2100																	c02566807			
ISE512-B-04737-1-20238	20238 - ISE512-B - Quality Management Systems (Fall 2023)	ISE512-B-04737-1-20238		UOML					01/01/2000	01/01/2100																	c00683628,c04351985			
ISE512-T-17231-1-20238	20238 - ISE512-T - Quality Management Systems (Fall 2023)	ISE512-T-17231-1-20238		UOML					01/01/2000	01/01/2100																	c00683628,c04351985			
ISE516-Q-04692-1-20238	20238 - ISE516-Q - Introduction to Applied Data Analytics (Fall 2023)	ISE516-Q-04692-1-20238		UOML					01/01/2000	01/01/2100																	c02155429			
ISE524-R-04515-1-20238	20238 - ISE524-R - Decision Support Systems in Industrial Engineering (Fall 2023)	ISE524-R-04515-1-20238		UOML					01/01/2000	01/01/2100																	c02155429			
ISE547-O-04732-1-20238	20238 - ISE547-O - Simulation Modeling and Systems Analysis (Fall 2023)	ISE547-O-04732-1-20238		UOML					01/01/2000	01/01/2100																	c09937715			
ISE557-U-04816-1-20238	20238 - ISE557-U - Ergonomics and Human Factors Engineering (Fall 2023)	ISE557-U-04816-1-20238		UOML					01/01/2000	01/01/2100																	c00521744,c00095771			
ISE568-01-17925-1-20238	20238 - ISE568-01 - Facilities Planning and Logistics (Fall 2023)	ISE568-01-17925-1-20238		UOML					01/01/2000	01/01/2100																	c00683628			
ISE571-N-04814-1-20238	20238 - ISE571/671-N - MERGED Engineering Entrepreneurship (Fall 2023)	ISE571-N-04814-1-20238		UOML					01/01/2000	01/01/2100																	c04291324			
ISE590-01-04750-1-20238	20238 - ISE590-01 - Special Topics in Industrial Engineering (Fall 2023)	ISE590-01-04750-1-20238		UOML					01/01/2000	01/01/2100																	c00683628			
ISE595-01-04751-1-20238	20238 - ISE595-01 - Special Problems (Fall 2023)	ISE595-01-04751-1-20238		UOML					01/01/2000	01/01/2100																	c00683628			
ISE596-01-04523-1-20238	20238 - ISE596-01 - Special Problems (Fall 2023)	ISE596-01-04523-1-20238		UOML					01/01/2000	01/01/2100																	c00683628			
ISE607-01-04688-1-20238	20238 - ISE607-01 - Design of Manufacturing Systems (Fall 2023)	ISE607-01-04688-1-20238		UOML					01/01/2000	01/01/2100																	c02566807			
ISE612-B-04628-1-20238	20238 - ISE612-B - Statistical Quality Control and Quality Management (Fall 2023)	ISE612-B-04628-1-20238		UOML					01/01/2000	01/01/2100																	c04351985,c00683628			
ISE612-T-17232-1-20238	20238 - ISE612-T - Statistical Quality Control and Quality Management (Fall 2023)	ISE612-T-17232-1-20238		UOML					01/01/2000	01/01/2100																	c04351985,c00683628			
ISE616-Q-04693-1-20238	20238 - ISE616-Q - Introduction to Applied Data Analytics (Fall 2023)	ISE616-Q-04693-1-20238		UOML					01/01/2000	01/01/2100																	c02155429			
ISE624-R-04638-1-20238	20238 - ISE624-R - Decision Support Systems in Industrial Engineering (Fall 2023)	ISE624-R-04638-1-20238		UOML					01/01/2000	01/01/2100																	c02155429			
ISE647-O-04733-1-20238	20238 - ISE647-O - Computer Simulation Systems (Fall 2023)	ISE647-O-04733-1-20238		UOML					01/01/2000	01/01/2100																	c09937715			
ISE657-U-04817-1-20238	20238 - ISE657-U - Ergonomics and Human Factors Engineering (Fall 2023)	ISE657-U-04817-1-20238		UOML					01/01/2000	01/01/2100																	c00095771,c00521744			
ISE671-N-04815-1-20238	20238 - ISE671-N - Engineering Entrepreneurship (Fall 2023)	ISE671-N-04815-1-20238		UOML					01/01/2000	01/01/2100																	c04291324			
ISE694-P-04657-1-20238	20238 - ISE694-P - Master's Capstone Design Project (Fall 2023)	ISE694-P-04657-1-20238		UOML					01/01/2000	01/01/2100																	c00520664,c04291324			
ISE695-01-04694-1-20238	20238 - ISE695-01 - Special Problems (Fall 2023)	ISE695-01-04694-1-20238		UOML					01/01/2000	01/01/2100																	c00683628			
ISE696-01-01490-5W1-20235	20235 - ISE696-01 - Special Problems (Summer 2023)	ISE696-01-01490-5W1-20235		UOML					01/01/2000	01/01/2100																	c00683628			
ISE696-01-04524-1-20238	20238 - ISE696-01 - Special Problems (Fall 2023)	ISE696-01-04524-1-20238		UOML					01/01/2000	01/01/2100																	c00683628			
ISE696-02-01508-5W2-20235	20235 - ISE696-02 - Special Problems (Summer 2023)	ISE696-02-01508-5W2-20235		UOML					01/01/2000	01/01/2100																	c00683628			
ISE703-01-04828-1-20238	20238 - ISE703-01 - Graduate Research Seminar (Fall 2023)	ISE703-01-04828-1-20238		UOML					01/01/2000	01/01/2100																	c02525066			
ISE704-01-04829-1-20238	20238 - ISE704-01 - Graduate Teaching (Fall 2023)	ISE704-01-04829-1-20238		UOML					01/01/2000	01/01/2100																	c00683628			
ISE712-J-04687-1-20238	20238 - ISE712-J - Design of Experiments (Fall 2023)	ISE712-J-04687-1-20238		UOML					01/01/2000	01/01/2100																	c23746998			
ISE742-T-15397-1-20238	20238 - ISE742-T - Linear Programming and Extensions (Fall 2023)	ISE742-T-15397-1-20238		UOML					01/01/2000	01/01/2100																	c02525066			
ISE763-S-04540-1-20238	20238 - ISE763-S - Project Management Techniques (Fall 2023)	ISE763-S-04540-1-20238		UOML					01/01/2000	01/01/2100																	c04291324			
ISE794-01-01496-5W1-20235	20235 - ISE794-01 - Master's Project (Summer 2023)	ISE794-01-01496-5W1-20235		UOML					01/01/2000	01/01/2100																	c00683628			
ISE794-02-01509-5W2-20235	20235 - ISE794-02 - Master's Project (Summer 2023)	ISE794-02-01509-5W2-20235		UOML					01/01/2000	01/01/2100																	c00683628			
ISE794-P-04514-1-20238	20238 - ISE794-P - Master's Project (Fall 2023)	ISE794-P-04514-1-20238		UOML					01/01/2000	01/01/2100																	c04291324,c00520664			
ISE795-01-01539-5W1-20235	20235 - ISE795-01 - Special Problems (Summer 2023)	ISE795-01-01539-5W1-20235		UOML					01/01/2000	01/01/2100																	c00683628			
ISE795-01-04518-1-20238	20238 - ISE795-01 - Special Problems (Fall 2023)	ISE795-01-04518-1-20238		UOML					01/01/2000	01/01/2100																	c00683628			
ISE795-02-01510-5W2-20235	20235 - ISE795-02 - Special Problems (Summer 2023)	ISE795-02-01510-5W2-20235		UOML					01/01/2000	01/01/2100																	c00683628			
ISE796-01-01498-5W1-20235	20235 - ISE796-01 - Special Problems (Summer 2023)	ISE796-01-01498-5W1-20235		UOML					01/01/2000	01/01/2100																	c00683628			
ISE796-01-04740-1-20238	20238 - ISE796-01 - Special Problems (Fall 2023)	ISE796-01-04740-1-20238		UOML					01/01/2000	01/01/2100																	c00683628			
ISE796-02-01511-5W2-20235	20235 - ISE796-02 - Special Problems (Summer 2023)	ISE796-02-01511-5W2-20235		UOML					01/01/2000	01/01/2100																	c00683628			
ISE799-01-01499-5W1-20235	20235 - ISE799-01 - Advanced Topics (Summer 2023)	ISE799-01-01499-5W1-20235		UOML					01/01/2000	01/01/2100																	c00683628			
ISE799-01-04741-1-20238	20238 - ISE799-01 - Advanced Topics (Fall 2023)	ISE799-01-04741-1-20238		UOML					01/01/2000	01/01/2100																	c00683628			
